id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,rating,bedroom,bed,bath,is_studio,type
11508,42762,Candela,,Palermo,-34.58184,-58.42415,Entire home/apt,17339,3,36,2023-05-13,0.27,1,208,8,,4.81,1,1,1,False,Condo 
14222,87710233,María,,Palermo,-34.58617,-58.41036,Entire home/apt,7807,7,108,2023-04-20,0.81,6,261,11,,4.78,1,1,1,False,Rental unit 
15074,59338,Monica,,Nuñez,-34.53892,-58.46599,Private room,7665,29,0,,,1,0,0,,,1,1,1,False,Rental unit 
16695,64880,Elbio Mariano,,Monserrat,-34.61439,-58.37611,Entire home/apt,12738,2,46,2019-11-30,0.31,9,147,0,,4.28,1,1,1,False,Loft 
20062,75891,Sergio Damian,,Palermo,-34.581848,-58.441605,Entire home/apt,25660,2,283,2023-06-11,1.77,4,118,31,,4.93,2,2,1.5,False,Rental unit 
20429,77065,Marcelo,,Constitucion,-34.6226,-58.38704,Entire home/apt,8943,15,0,,,1,0,0,,,1,1,1,False,Rental unit 
24713,100743,Griselda,,San Nicolas,-34.60254,-58.37811,Entire home/apt,10877,1,373,2023-01-25,2.98,7,61,18,,4.66,1,2,1,False,Rental unit 
24763,101049,Sebastian,,Chacarita,-34.58494,-58.44419,Entire home/apt,17069,7,37,2022-12-14,0.25,1,89,3,,4.62,1,1,1,False,Loft 
26258,111013,Daniel,,Almagro,-34.59997,-58.41238,Entire home/apt,6369,7,2,2013-10-23,0.01,1,355,0,,,1,2,1.5,False,Rental unit 
27631,119446,Inés,,Recoleta,-34.59272,-58.3894,Entire home/apt,7445,2,107,2023-06-19,0.68,1,358,9,,4.70,1,3,1,False,Rental unit 
28244,119613,Marcos,,Palermo,-34.57709,-58.43665,Entire home/apt,12622,21,36,2023-06-23,0.31,8,57,7,,4.86,1,1,1.5,False,Loft 
29990,129245,Savvas,,Palermo,-34.58602,-58.42749,Entire home/apt,13251,2,155,2023-02-16,1.0,1,2,1,,4.64,1,2,1,False,Rental unit 
31216,134014,Marian,,Belgrano,-34.55948,-58.44528,Entire home/apt,17578,7,8,2023-06-24,0.55,2,365,4,,5.0,1,1,1,False,Rental unit 
31514,64880,Elbio Mariano,,Monserrat,-34.61494,-58.37517,Entire home/apt,12775,2,35,2023-02-19,0.23,9,279,4,,4.26,1,4,1,False,Loft 
31920,137373,Nancy,,Belgrano,-34.5644,-58.4606,Entire home/apt,15330,30,0,,,1,0,0,,,1,2,1,False,Rental unit 
35703,150763,Viviana,,Recoleta,-34.59188,-58.40778,Entire home/apt,7643,7,90,2021-12-02,0.61,1,261,0,,4.83,1,1,1.5,False,Rental unit 
37347,161327,Mariano,,Palermo,-34.57148,-58.43246,Entire home/apt,7169,14,69,2023-06-20,0.46,16,333,16,,4.78,1,1,1,False,Rental unit 
41608,181721,Silveria,,Palermo,-34.5847,-58.42648,Entire home/apt,13502,2,144,2023-03-15,0.98,2,346,10,,4.78,1,1,1,True,Rental unit 
42450,185437,Grisel,,Monserrat,-34.61578,-58.37175,Entire home/apt,21718,4,155,2023-06-10,1.08,3,172,10,,4.81,2,2,2,False,Condo 
45498,75891,Sergio Damian,,Palermo,-34.58182,-58.44144,Entire home/apt,25880,2,159,2023-06-18,1.02,4,150,25,,4.88,2,2,1.5,False,Rental unit 
48089,192475,Chris,,Recoleta,-34.58705,-58.38791,Entire home/apt,12738,7,104,2023-03-14,0.67,1,223,1,,4.88,2,3,1.5,False,Rental unit 
48535,221044,Florencia,,Retiro,-34.5962,-58.37529,Entire home/apt,12775,90,0,,,1,364,0,,,1,2,2,False,Rental unit 
50778,233651,Cameron,,Recoleta,-34.58978,-58.40011,Entire home/apt,15286,5,97,2022-05-24,0.63,6,179,0,,4.41,2,2,1.5,False,Condo 
52511,242939,Gri,,San Nicolas,-34.60767,-58.37257,Entire home/apt,17885,4,0,,,1,0,0,,,1,1,1,False,Rental unit 
53097,64880,Elbio Mariano,,Monserrat,-34.61494,-58.37517,Entire home/apt,17885,2,37,2022-07-05,0.24,9,304,1,,4.28,2,3,1,False,Loft 
53905,252182,Victoria,,Villa Crespo,-34.59969,-58.4399,Entire home/apt,7643,3,93,2023-06-20,0.6,1,302,6,,4.64,1,1,1,False,Rental unit 
61282,296398,Alejandro,,Nuñez,-34.55396,-58.46753,Entire home/apt,8917,3,143,2022-12-03,0.94,1,202,1,,4.88,1,1,2,False,Loft 
65446,319901,Ralf Dietmar,,Palermo,-34.58102,-58.42349,Entire home/apt,21718,3,183,2023-06-12,1.27,24,308,21,,4.96,1,1,1.5,False,Condo 
65513,320183,Hortensia,,Retiro,-34.59849,-58.3774,Entire home/apt,16608,30,7,2022-08-31,0.05,4,210,1,,4.33,3,3,1.5,False,Rental unit 
65519,320183,Hortensia,,Palermo,-34.56958,-58.42978,Entire home/apt,20890,12,20,2023-01-22,0.17,4,353,3,,4.75,3,4,2,False,Rental unit 
66939,319901,Ralf Dietmar,,Palermo,-34.58267,-58.42497,Entire home/apt,17374,3,302,2023-06-10,2.09,24,246,29,,4.92,1,1,1,False,Rental unit 
66940,319901,Ralf Dietmar,,Palermo,-34.58272,-58.42382,Entire home/apt,17374,3,251,2023-04-05,1.81,24,192,19,,4.93,1,1,1,False,Condo 
68489,4405670,Andy,,Palermo,-34.58045,-58.43208,Entire home/apt,15841,3,153,2023-04-09,1.02,8,327,7,,4.80,1,1,1,False,Rental unit 
68800,221405,Ximena,,Recoleta,-34.59278,-58.3876,Entire home/apt,68987,2,85,2023-03-30,0.67,1,350,9,,4.55,4,6,5.5,False,Rental unit 
68868,319901,Ralf Dietmar,,Palermo,-34.58165,-58.42527,Entire home/apt,23908,3,310,2023-06-12,2.12,24,229,42,,4.95,1,1,1.5,False,Condo 
69063,344599,Danilo,,Recoleta,-34.5956,-58.39573,Entire home/apt,8687,1,311,2023-06-20,2.23,26,209,55,,4.66,1,3,1,False,Rental unit 
69086,64880,Elbio Mariano,,Monserrat,-34.61495,-58.37517,Entire home/apt,10220,2,39,2020-01-19,0.31,9,321,0,,4.32,1,2,1,False,Loft 
69880,315089,Max,,Palermo,-34.57797,-58.43821,Entire home/apt,30661,5,31,2023-04-30,0.21,6,218,6,,4.48,2,3,2.5,False,Rental unit 
70082,353823,Maria De Los Angeles,,Palermo,-34.56926,-58.4437,Entire home/apt,8152,20,44,2023-06-03,0.3,1,296,4,,4.86,1,1,1,False,Rental unit 
71801,368954,Carlos,,Recoleta,-34.59514,-58.39914,Entire home/apt,12775,3,105,2023-05-27,0.7,1,364,6,,4.56,1,1,1,True,Rental unit 
72204,373629,Daniel,,Palermo,-34.5902,-58.42993,Entire home/apt,67593,3,35,2023-06-11,0.38,13,298,12,,4.97,4,5,2,False,Townhouse 
73180,161327,Mariano,,Palermo,-34.57213,-58.43294,Entire home/apt,6079,14,53,2023-06-20,0.38,16,359,18,,4.77,1,1,1,False,Rental unit 
73680,385499,Lujan,,Palermo,-34.59518,-58.41949,Entire home/apt,8007,2,30,2023-06-20,0.2,1,364,3,,4.32,1,2,1,False,Rental unit 
74383,319901,Ralf Dietmar,,Palermo,-34.58706,-58.43417,Entire home/apt,51101,3,147,2023-06-11,1.02,24,47,32,,4.94,2,2,2.5,False,Loft 
75094,161327,Mariano,,Recoleta,-34.58918,-58.39518,Entire home/apt,10190,14,145,2023-06-18,0.97,16,293,18,,4.81,1,2,1.5,False,Rental unit 
75492,400828,Jony,,Palermo,-34.589,-58.42024,Entire home/apt,7445,1,357,2023-06-26,2.55,3,348,17,,4.75,1,1,1,False,Loft 
75526,319901,Ralf Dietmar,,Palermo,-34.58261,-58.42345,Entire home/apt,16608,4,135,2023-05-12,0.92,24,274,15,,4.94,1,1,1,False,Condo 
76005,315089,Max,,Recoleta,-34.59014,-58.39386,Entire home/apt,10220,5,8,2023-03-19,0.06,6,365,2,,5.0,1,1,1,False,Rental unit 
77404,161327,Mariano,,Palermo,-34.56692,-58.43324,Entire home/apt,21290,10,32,2022-11-18,0.23,16,241,7,,4.73,2,2,1.5,False,Rental unit 
77704,417020,Jorge Fernando,,Palermo,-34.58236,-58.42726,Entire home/apt,5110,7,119,2020-03-22,0.82,1,0,0,,4.64,1,2,1,False,Rental unit 
77994,64880,Elbio Mariano,,San Telmo,-34.62014,-58.37371,Entire home/apt,10220,3,6,2023-01-01,0.04,9,291,1,,3.83,1,2,0,False,Rental unit 
78005,64880,Elbio Mariano,,San Telmo,-34.61998,-58.37151,Entire home/apt,12775,2,16,2022-11-09,0.11,9,320,1,,4.13,2,2,1,False,Rental unit 
78009,64880,Elbio Mariano,,San Telmo,-34.61998,-58.37151,Entire home/apt,17885,2,43,2022-04-12,0.29,9,278,0,,4.50,1,1,1,False,Rental unit 
78014,64880,Elbio Mariano,,San Telmo,-34.61998,-58.37151,Entire home/apt,7665,3,24,2019-05-13,0.17,9,332,0,,4.24,1,1,1,False,Rental unit 
78351,420786,Carola,,Palermo,-34.5752,-58.43102,Entire home/apt,16559,5,14,2023-05-14,0.11,4,220,3,,4.54,1,1,1.5,False,Condo 
78685,419383,Mariana Y Sebas,,Recoleta,-34.58353,-58.40621,Entire home/apt,7643,3,51,2023-06-20,0.35,5,312,8,,4.80,1,1,1,False,Rental unit 
78703,422878,Oscar Ricardo,,Recoleta,-34.59446,-58.39588,Entire home/apt,11863,2,192,2022-02-09,1.37,2,254,0,,4.78,1,1,1,False,Condo 
79247,426566,Egle,,Boedo,-34.6212,-58.41753,Entire home/apt,5855,6,60,2023-04-09,0.4,8,365,8,,4.83,1,1,1,False,Rental unit 
79766,422878,Oscar Ricardo,,Recoleta,-34.59118,-58.39664,Entire home/apt,15696,2,204,2023-06-02,1.5,2,227,14,,4.84,1,1,1,False,Condo 
81120,439345,Marcelo,,Monserrat,-34.61155319213867,-58.38185119628906,Entire home/apt,8407,1,26,2023-06-25,2.04,1,299,21,,4.58,1,3,1,False,Serviced apartment 
82623,449610,Antonio,,Colegiales,-34.5742,-58.45024,Entire home/apt,6805,5,42,2020-12-19,0.45,1,173,0,,4.62,1,1,1,True,Rental unit 
83035,426566,Egle,,Almagro,-34.62053,-58.41653,Entire home/apt,6413,5,48,2022-04-10,0.32,8,217,0,,4.65,1,1,1,False,Rental unit 
83152,319901,Ralf Dietmar,,Palermo,-34.58268,-58.42314,Entire home/apt,15951,3,112,2023-06-08,0.76,24,284,10,,4.93,1,1,1,False,Condo 
83440,384997,Santiago,,Recoleta,-34.59369,-58.41226,Entire home/apt,13248,30,5,2020-04-09,0.04,1,332,0,,5.0,2,2,1,False,Rental unit 
84033,458852,Maria,,Palermo,-34.58477,-58.42731,Entire home/apt,16559,2,181,2023-06-11,1.22,2,161,19,,4.73,1,1,1,False,Rental unit 
84730,426566,Egle,,Almagro,-34.62053,-58.41653,Entire home/apt,7249,7,84,2023-04-19,0.6,8,337,14,,4.84,1,1,1,False,Rental unit 
85949,426566,Egle,,Almagro,-34.62053,-58.41653,Entire home/apt,7249,6,54,2022-12-09,0.37,8,190,8,,4.76,1,,1,False,Rental unit 
87828,480785,Isabel,,Retiro,-34.59126,-58.38108,Private room,5500,3,3,2022-11-13,0.06,2,58,2,,5.0,1,1,2,False,Rental unit 
92228,494027,Mirta Susana,,Recoleta,-34.58509,-58.40465,Entire home/apt,20381,20,2,2020-03-31,0.05,2,300,0,,,2,3,1,False,Rental unit 
93174,500210,Luciano,,Balvanera,-34.60299,-58.40194,Private room,6369,2,16,2023-02-19,0.11,4,332,6,,4.80,1,1,1,False,Rental unit 
94830,505796,Sunshine,,Palermo,-34.57534,-58.41903,Entire home/apt,11464,7,7,2019-02-18,0.08,1,362,0,,4.20,1,1,1,False,Condo 
96257,320183,Hortensia,,Retiro,-34.59805,-58.37717,Entire home/apt,14053,15,0,,,4,210,0,,,1,2,1,False,Rental unit 
96490,512049,Cristina,,Palermo,-34.58503,-58.41206,Private room,7800,7,1,2023-01-15,0.18,2,355,1,,,1,1,1,False,Rental unit 
96810,508291,Michele,,Retiro,-34.59357,-58.38703,Entire home/apt,20859,5,41,2023-04-08,0.37,1,351,4,,4.45,3,3,2,False,Rental unit 
97043,514200,Ceferina De Jesus,,San Nicolas,-34.60751,-58.38793,Entire home/apt,3833,7,16,2022-11-21,0.12,2,17,3,,4.71,1,2,1.5,False,Rental unit 
99362,417090,Mateo,,Recoleta,-34.59183,-58.39529,Entire home/apt,11753,29,22,2023-04-10,0.16,25,340,6,,4.18,3,4,2,False,Rental unit 
100080,526435,Laura,,San Nicolas,-34.604145,-58.388741,Entire home/apt,20000,3,23,2019-07-30,0.18,4,314,0,,4.35,1,5,1,False,Rental unit 
104343,542973,Stay,,Puerto Madero,-34.6022,-58.35541,Hotel room,45991,1,185,2023-01-20,1.31,1,0,19,,4.91,1,2,1,False,Aparthotel 
106475,547581,Carol,,Recoleta,-34.58842,-58.40928,Entire home/apt,37414,3,142,2023-06-26,0.99,1,347,26,,4.84,2,2,2,False,Condo 
107259,555693,Vittoria,,Balvanera,-34.60514,-58.3957,Entire home/apt,114642,1,37,2023-04-11,0.28,2,363,9,,4.57,6,9,5,False,Rental unit 
108089,559463,Martin,,Palermo,-34.58648,-58.4243,Entire home/apt,10657,5,92,2023-06-20,0.76,4,362,12,,4.60,1,1,1,False,Rental unit 
108284,560338,Carlos,,San Nicolas,-34.60107,-58.3764,Entire home/apt,13450,2,286,2023-05-14,2.02,32,267,27,,4.73,1,2,1,False,Loft 
111501,570921,Emilce,,Palermo,-34.57901,-58.41283,Entire home/apt,12193,4,145,2023-05-31,1.0,2,249,18,,4.77,1,1,1,True,Rental unit 
111934,570921,Emilce,,Palermo,-34.58199,-58.42776,Entire home/apt,10184,5,112,2023-06-20,0.76,2,334,9,,4.74,1,1,1,True,Rental unit 
117548,454822,D. / Lola,,Palermo,-34.57271,-58.41893,Entire home/apt,11464,10,0,,,1,170,0,,,2,2,1.5,False,Rental unit 
118069,530261,Luciano,,Palermo,-34.57978,-58.43223,Entire home/apt,14674,14,21,2022-05-31,0.15,30,271,0,,4.55,1,1,1.5,False,Rental unit 
118070,530261,Luciano,,Palermo,-34.58311,-58.42767,Entire home/apt,14674,10,52,2023-04-18,0.37,30,302,4,,4.76,1,2,1,False,Rental unit 
118877,600320,Roxana,,Palermo,-34.57734,-58.4379,Entire home/apt,7118,2,32,2022-11-21,0.22,2,214,8,,4.66,1,1,1,False,Loft 
120874,530261,Luciano,,Recoleta,-34.58991,-58.39931,Entire home/apt,14302,7,12,2023-04-02,0.08,30,355,2,,4.73,1,1,1.5,False,Rental unit 
122907,426566,Egle,,Almagro,-34.61982,-58.4166,Entire home/apt,6053,5,35,2023-04-08,0.24,8,362,9,,4.68,1,1,1,False,Rental unit 
129932,319901,Ralf Dietmar,,Palermo,-34.5813,-58.42488,Entire home/apt,13542,4,133,2023-06-08,0.92,24,294,16,,4.89,1,1,1,False,Condo 
130248,641573,Paula,,Palermo,-34.57717,-58.41138,Entire home/apt,5859,2,116,2023-06-18,0.92,8,333,33,,4.61,1,1,1,False,Rental unit 
130275,641573,Paula,,Palermo,-34.5771,-58.41134,Entire home/apt,5859,2,16,2022-02-17,0.13,8,179,0,,4.56,1,1,1,False,Rental unit 
130424,642182,Aike,,Palermo,-34.57896,-58.43448,Entire home/apt,12775,7,9,2012-12-31,0.06,1,0,0,,4.89,1,1,1,False,Rental unit 
131145,645495,Viviana,,Almagro,-34.60728,-58.41949,Private room,3312,15,42,2023-03-16,0.29,2,262,3,,4.75,1,1,1.5,False,Home 
132298,319901,Ralf Dietmar,,Recoleta,-34.59495,-58.4044,Entire home/apt,10955,5,127,2023-06-04,0.89,24,360,9,,4.90,1,1,1,False,Condo 
133043,530261,Luciano,,Recoleta,-34.59234,-58.39956,Entire home/apt,11242,14,23,2023-04-30,0.2,30,332,4,,4.59,1,1,1,False,Rental unit 
133654,426566,Egle,,Almagro,-34.62053,-58.41653,Entire home/apt,6095,7,68,2023-04-20,0.47,8,363,14,,4.79,1,1,1,False,Rental unit 
136986,319901,Ralf Dietmar,,Palermo,-34.58114,-58.42513,Entire home/apt,19344,3,169,2023-05-20,1.17,24,206,20,,4.92,1,1,1,False,Condo 
137017,319901,Ralf Dietmar,,Palermo,-34.58277,-58.42539,Entire home/apt,14418,4,236,2023-06-12,1.65,24,255,29,,4.93,1,1,1,False,Condo 
138690,676972,Fabiana,,Recoleta,-34.59101,-58.39455,Entire home/apt,7154,3,267,2023-06-12,1.83,18,180,23,,4.59,1,1,1,True,Rental unit 
143173,499278,Nicolas,,Balvanera,-34.60929,-58.4031,Private room,7643,5,0,,,1,365,0,,,1,1,1,False,Rental unit 
144827,319901,Ralf Dietmar,,Recoleta,-34.59491,-58.40497,Entire home/apt,15031,4,51,2022-06-02,0.36,24,166,0,,4.71,1,1,1,False,Rental unit 
148284,407702,Ruy,,Monserrat,-34.61331,-58.38491,Entire home/apt,8407,2,273,2022-09-29,1.87,2,90,4,,4.72,1,1,1,False,Rental unit 
150594,716702,Eugenia,,Parque Chacabuco,-34.63439,-58.44441,Private room,38940,7,0,,,1,365,0,,,1,1,,False,Rental unit 
154427,426566,Egle,,Almagro,-34.62053,-58.41653,Entire home/apt,6692,5,75,2022-12-11,0.53,8,261,8,,4.70,1,1,1,False,Rental unit 
154430,742738,Martin,,Palermo,-34.59387,-58.41445,Entire home/apt,4586,30,2,2021-06-01,0.01,1,98,0,,,1,2,1,False,Rental unit 
154548,576398,Florencia,,Recoleta,-34.59575,-58.40686,Entire home/apt,9645,2,434,2023-05-26,3.11,2,156,12,,4.92,1,1,1,True,Loft 
154767,426566,Egle,,Almagro,-34.6202,-58.41543,Entire home/apt,6452,5,45,2023-04-26,0.31,8,325,9,,4.70,1,1,1,False,Rental unit 
158056,758728,Mauricio,,Palermo,-34.58207,-58.42094,Entire home/apt,9877,7,65,2023-05-04,0.51,10,365,9,,4.81,1,1,1,False,Rental unit 
159585,772165,Jorge,,Recoleta,-34.59316,-58.40053,Entire home/apt,9198,3,17,2023-06-27,0.12,1,341,5,,4.82,1,2,1,False,Rental unit 
160611,769336,Natalia,,Palermo,-34.56526,-58.4334,Private room,33947,1,10,2022-11-06,0.13,1,365,2,,5.0,1,1,1,False,Rental unit 
161463,319901,Ralf Dietmar,,Palermo,-34.58101,-58.42503,Entire home/apt,30661,3,184,2023-05-06,1.4,24,265,21,,4.90,2,2,2,False,Condo 
166846,794906,Jesse,,Villa Crespo,-34.59161,-58.44006,Entire home/apt,25295,5,79,2023-04-09,0.54,3,148,9,,4.78,2,2,3,False,Rental unit 
168298,802023,Ana,,Balvanera,-34.60554105528093,-58.39379478509852,Entire home/apt,12738,5,18,2018-11-30,0.13,1,362,0,,4.79,2,5,1.5,False,Condo 
169300,806757,Tomas,,Palermo,-34.57831573486328,-58.43024826049805,Entire home/apt,7228,4,26,2023-06-22,0.32,1,279,14,,4.92,1,1,1,False,Condo 
172118,791090,Jamais,,Palermo,-34.58735,-58.42186,Entire home/apt,25295,4,85,2023-04-11,0.6,1,208,14,,4.80,2,3,2,False,Loft 
172135,523775,Silvia  Diana,,Recoleta,-34.58983,-58.39786,Entire home/apt,9936,3,90,2023-06-20,0.63,1,51,24,,4.91,1,2,1,False,Rental unit 
175005,836368,Daniele,,Palermo,-34.5862,-58.42465,Entire home/apt,5987,3,206,2023-06-18,1.43,3,126,26,,4.79,1,1,1,False,Rental unit 
175081,836368,Daniele,,San Nicolas,-34.6036844,-58.3815591,Entire home/apt,5531,3,154,2023-06-20,1.11,3,123,14,,4.81,1,1,1,False,Rental unit 
176318,843196,Ivan,,Monserrat,-34.6156,-58.36843,Entire home/apt,12593,4,204,2023-06-18,1.49,1,253,33,20272876925,4.80,2,2,1,False,Rental unit 
178330,853184,Juan,,Palermo,-34.58712,-58.42184,Entire home/apt,15330,20,9,2022-10-02,0.31,3,156,2,,4.78,3,4,1.5,False,Rental unit 
180692,865765,Hector,,Villa Urquiza,-34.57624,-58.48314,Private room,17885,5,0,,,1,0,0,,,1,1,1,False,Rental unit 
181627,870611,Pablo,,Palermo,-34.5845,-58.41291,Private room,33216,30,0,,,1,0,0,,,1,,,False,Rental unit 
182031,872401,Hanna,,Almagro,-34.60047,-58.41764,Private room,4600,14,2,2023-04-23,0.32,5,330,2,,,1,1,1,False,Rental unit 
186005,893209,Victoria,,Retiro,-34.59804,-58.37688,Entire home/apt,17885,3,77,2023-06-24,0.55,3,286,20,,4.70,2,5,2,False,Rental unit 
188154,906277,Magdalena,,San Telmo,-34.62063,-58.36967,Private room,6388,2,74,2023-02-11,0.54,5,334,9,,4.77,1,1,1,False,Condo 
190988,320183,Hortensia,,Palermo,-34.57133,-58.42975,Entire home/apt,20890,10,34,2023-04-10,0.27,4,333,4,,4.71,3,4,2,False,Rental unit 
191056,923804,Annatina Luck,,Monserrat,-34.61308,-58.38862,Entire home/apt,6879,10,11,2019-11-12,0.08,1,177,0,,4.0,1,1,1.5,False,Rental unit 
192259,645495,Viviana,,Almagro,-34.60589,-58.42091,Private room,3312,15,42,2023-05-22,0.29,2,209,3,,4.72,4,2,1.5,False,Home 
196386,956144,Alfredo,,Recoleta,-34.59149,-58.39158,Entire home/apt,20440,3,3,2019-11-15,0.04,3,74,0,,5.0,1,1,1,False,Rental unit 
197288,961397,Marisa,,Recoleta,-34.5913,-58.39037,Entire home/apt,10286,7,1,2012-02-22,0.01,1,0,0,,,1,1,1,True,Rental unit 
202861,114309,Gabriela,,Recoleta,-34.59444,-58.41385,Entire home/apt,12738,5,2,2017-04-01,0.02,1,340,0,,,2,2,,False,Rental unit 
203340,530261,Luciano,,Palermo,-34.58104,-58.42495,Entire home/apt,13621,7,15,2023-04-10,0.1,30,314,3,,4.87,1,2,1,False,Rental unit 
204628,917480,Piper,,Palermo,-34.58351,-58.42811,Entire home/apt,15330,4,80,2023-06-01,0.57,2,34,5,,4.91,1,1,1,False,Loft 
205781,1011896,Natalia,,Palermo,-34.57945,-58.43024,Entire home/apt,43801,1,20,2022-07-31,0.14,11,356,1,,4.50,2,5,1.5,False,Rental unit 
206738,1011896,Natalia,,Palermo,-34.57819,-58.42964,Entire home/apt,61868,1,43,2023-04-09,0.3,11,364,1,,4.71,3,4,1,False,Rental unit 
210040,319901,Ralf Dietmar,,Palermo,-34.58144,-58.42311,Entire home/apt,15330,3,90,2023-05-21,0.65,24,341,21,,4.92,1,1,1,False,Condo 
218781,161327,Mariano,,Palermo,-34.57874,-58.4397,Entire home/apt,9454,14,65,2020-01-29,0.46,16,364,0,,4.92,1,1,1.5,False,Loft 
225905,36441,Robert,,Recoleta,-34.59643,-58.39188,Entire home/apt,15075,3,26,2022-03-22,0.19,2,365,0,,4.52,1,2,1,False,Rental unit 
229571,514200,Ceferina De Jesus,,Palermo,-34.58373,-58.4185,Entire home/apt,8917,30,22,2023-05-03,0.16,2,149,2,,4.52,2,2,1,False,Rental unit 
232739,1005341,Laura Y José,,Palermo,-34.58979,-58.41687,Entire home/apt,7388,14,22,2023-05-29,0.16,1,57,1,,4.90,1,1,1,False,Rental unit 
235667,1105513,Luciano Or Julio,,Barracas,-34.64419,-58.37696,Entire home/apt,17578,1,34,2022-11-07,0.36,8,364,2,,4.82,1,1,1.5,False,Loft 
238513,87710233,María,,Palermo,-34.58106,-58.43366,Entire home/apt,6985,7,55,2023-06-13,0.39,6,295,14,,4.56,2,2,1.5,False,Loft 
238619,1192725,Claudio,,Recoleta,-34.59449,-58.4013,Entire home/apt,8917,3,48,2023-01-09,0.35,1,321,12,,4.80,1,1,1,False,Rental unit 
239718,530261,Luciano,,Palermo,-34.58705,-58.42106,Entire home/apt,14819,14,32,2023-02-02,0.23,30,363,3,,4.69,1,1,1,False,Rental unit 
239853,1257968,Emmanuel,,Palermo,-34.57666,-58.43161,Entire home/apt,16559,4,186,2023-05-30,1.31,1,200,8,,4.88,1,1,1,False,Rental unit 
243320,1274087,Claudia Cecilia,,Villa Crespo,-34.59819,-58.44001,Entire home/apt,8371,7,3,2022-12-11,0.05,2,232,2,,4.33,2,3,1,False,Loft 
243373,1091499,Brooke,,Monserrat,-34.61123,-58.37315,Entire home/apt,14053,4,138,2022-09-26,0.98,1,84,3,,4.59,2,2,1,False,Condo 
245895,530261,Luciano,,Palermo,-34.58293,-58.42498,Entire home/apt,10476,7,42,2023-05-05,0.3,30,343,9,,4.81,1,1,1,False,Rental unit 
250327,1311901,Lucas,,Recoleta,-34.59067,-58.39909,Entire home/apt,8943,10,106,2023-06-09,0.75,3,77,8,,4.58,1,1,1,False,Rental unit 
253370,1330334,Fernando,,Almagro,-34.59871,-58.41421,Entire home/apt,6295,4,103,2023-06-24,0.74,3,172,9,,4.67,1,1,1,False,Rental unit 
259745,78281,Nadia,,Almagro,-34.60355,-58.41701,Private room,5110,3,42,2023-03-31,0.3,2,0,4,,4.77,1,1,1.5,False,casa particular 
264704,1388769,Juan Y Josefina,,Balvanera,-34.61722,-58.40186,Private room,3821,5,47,2019-08-25,0.33,6,201,0,,4.83,6,6,3,False,Home 
264769,319901,Ralf Dietmar,,Palermo,-34.5808,-58.42314,Entire home/apt,24454,3,63,2023-06-10,0.46,24,202,10,,4.92,1,1,1,False,Condo 
266984,1400016,Laura,,Palermo,-34.57224,-58.43095,Entire home/apt,6879,7,46,2023-05-03,0.41,9,336,12,,4.65,1,2,1,False,Rental unit 
268446,1388769,Juan Y Josefina,,Balvanera,-34.6177,-58.40072,Private room,3821,5,75,2019-05-19,0.53,6,201,0,,4.79,6,6,3,False,Home 
269115,1409800,Mariano,,Palermo,-34.59006,-58.42609,Entire home/apt,19288,1,51,2023-03-05,0.37,94,354,5,,4.90,1,1,1,False,Serviced apartment 
275933,419383,Mariana Y Sebas,,Palermo,-34.58044,-58.40753,Entire home/apt,13502,3,101,2023-06-24,0.73,5,281,12,,4.73,2,3,1,False,Rental unit 
278433,1011896,Natalia,,Palermo,-34.57945,-58.42914,Entire home/apt,49277,1,10,2022-07-15,0.08,11,365,1,,4.40,2,5,1,False,Rental unit 
278637,1011896,Natalia,,Palermo,-34.57768,-58.43042,Entire home/apt,35040,1,6,2023-03-18,0.05,11,365,1,,4.50,1,1,1,False,Home 
280564,1462651,Manuel,,Palermo,-34.57936,-58.42894,Entire home/apt,8940,20,10,2022-11-22,0.09,1,258,2,,4.30,2,2,1,False,Rental unit 
281131,36441,Robert,,Recoleta,-34.59643,-58.39188,Entire home/apt,15075,3,52,2023-04-25,0.37,2,365,1,,4.77,1,2,1,False,Rental unit 
281839,1409800,Mariano,,Palermo,-34.59044,-58.42866,Entire home/apt,16379,1,42,2023-06-25,0.3,94,356,17,,4.78,1,1,1,False,Serviced apartment 
284823,1482817,Lorena,,Palermo,-34.58573,-58.42833,Entire home/apt,8943,3,34,2020-03-03,0.25,2,89,0,,4.78,1,2,1,False,Rental unit 
285160,1484394,Julia,,Coghlan,-34.56544,-58.47437,Private room,15330,7,0,,,1,0,0,,,1,,,False,Rental unit 
287215,1494225,Feli,,Recoleta,-34.59379577636719,-58.39151763916016,Entire home/apt,11498,2,316,2020-08-21,2.26,1,326,0,,4.78,1,2,1,False,Rental unit 
287756,1409800,Mariano,,Palermo,-34.59134,-58.42893,Entire home/apt,19288,1,62,2023-05-21,0.45,94,356,3,,4.87,1,1,1,True,Serviced apartment 
288861,1011896,Natalia,,Retiro,-34.59553,-58.38506,Entire home/apt,47450,90,2,2021-10-10,0.02,11,365,0,,,3,3,2,False,Rental unit 
290421,1538637,Ilana,,Palermo,-34.5860595703125,-58.424095153808594,Entire home/apt,21018,2,13,2023-04-17,0.12,8,288,2,,4.92,1,1,1,False,Rental unit 
